N1,N2,OPERADOR
3019000300,3019009999,COLOMBIA MOVIL S.A. E.S.P.
3019010000,3019039999,COLOMBIA MOVIL S.A. E.S.P.
3019040000,3019049999,COLOMBIA MOVIL S.A. E.S.P.
3019050000,3019054299,COLOMBIA MOVIL S.A. E.S.P.
3019054300,3019069999,COLOMBIA MOVIL S.A. E.S.P.
3019070000,3019079999,COLOMBIA MOVIL S.A. E.S.P.
3019080000,3019099999,COLOMBIA MOVIL S.A. E.S.P.
3019100000,3019100799,COLOMBIA MOVIL S.A. E.S.P.
3019100800,3019100999,COLOMBIA MOVIL S.A. E.S.P.
3019101000,3019103399,COLOMBIA MOVIL S.A. E.S.P.
3019103400,3019103999,COLOMBIA MOVIL S.A. E.S.P.
3019104000,3019105399,COLOMBIA MOVIL S.A. E.S.P.
3019105400,3019106999,COLOMBIA MOVIL S.A. E.S.P.
3019107000,3019107899,COLOMBIA MOVIL S.A. E.S.P.
3019107900,3019107999,COLOMBIA MOVIL S.A. E.S.P.
3019108000,3019108899,COLOMBIA MOVIL S.A. E.S.P.
3019108900,3019109399,COLOMBIA MOVIL S.A. E.S.P.
3019109400,3019109999,COLOMBIA MOVIL S.A. E.S.P.
3019110000,3019110399,COLOMBIA MOVIL S.A. E.S.P.
3019110400,3019111399,COLOMBIA MOVIL S.A. E.S.P.
3019111400,3019111999,COLOMBIA MOVIL S.A. E.S.P.
3019112000,3019113899,COLOMBIA MOVIL S.A. E.S.P.
3019113900,3019113999,COLOMBIA MOVIL S.A. E.S.P.
3019114000,3019114399,COLOMBIA MOVIL S.A. E.S.P.
3019114400,3019114999,COLOMBIA MOVIL S.A. E.S.P.
3019115000,3019115899,COLOMBIA MOVIL S.A. E.S.P.
3019115900,3019115999,COLOMBIA MOVIL S.A. E.S.P.
3019116000,3019116899,COLOMBIA MOVIL S.A. E.S.P.
3019116900,3019116999,COLOMBIA MOVIL S.A. E.S.P.
3019117000,3019117899,COLOMBIA MOVIL S.A. E.S.P.
3019117900,3019118899,COLOMBIA MOVIL S.A. E.S.P.
3019118900,3019118999,COLOMBIA MOVIL S.A. E.S.P.
3019119000,3019119499,COLOMBIA MOVIL S.A. E.S.P.
3019119500,3019119999,COLOMBIA MOVIL S.A. E.S.P.
3019120000,3019121399,COLOMBIA MOVIL S.A. E.S.P.
3019121400,3019121999,COLOMBIA MOVIL S.A. E.S.P.
3019122000,3019122899,COLOMBIA MOVIL S.A. E.S.P.
3019122900,3019123899,COLOMBIA MOVIL S.A. E.S.P.
3019123900,3019123999,COLOMBIA MOVIL S.A. E.S.P.
3019124000,3019124899,COLOMBIA MOVIL S.A. E.S.P.
3019124900,3019124999,COLOMBIA MOVIL S.A. E.S.P.
3019125000,3019125999,COLOMBIA MOVIL S.A. E.S.P.
3019126000,3019129999,COLOMBIA MOVIL S.A. E.S.P.
3019130000,3019130999,COLOMBIA MOVIL S.A. E.S.P.
3019131000,3019131999,COLOMBIA MOVIL S.A. E.S.P.
3019132000,3019132999,COLOMBIA MOVIL S.A. E.S.P.
3019133000,3019133999,COLOMBIA MOVIL S.A. E.S.P.
3019134000,3019135099,COLOMBIA MOVIL S.A. E.S.P.
3019135100,3019135999,COLOMBIA MOVIL S.A. E.S.P.
3019136000,3019137999,COLOMBIA MOVIL S.A. E.S.P.
3019138000,3019138999,COLOMBIA MOVIL S.A. E.S.P.
3019139000,3019139999,COLOMBIA MOVIL S.A. E.S.P.
3019140000,3019140999,COLOMBIA MOVIL S.A. E.S.P.
3019141000,3019142999,COLOMBIA MOVIL S.A. E.S.P.
3019143000,3019143999,COLOMBIA MOVIL S.A. E.S.P.
3019144000,3019145999,COLOMBIA MOVIL S.A. E.S.P.
3019146000,3019146999,COLOMBIA MOVIL S.A. E.S.P.
3019147000,3019147999,COLOMBIA MOVIL S.A. E.S.P.
3019148000,3019148799,COLOMBIA MOVIL S.A. E.S.P.
3019148800,3019148999,COLOMBIA MOVIL S.A. E.S.P.
3019149000,3019149999,COLOMBIA MOVIL S.A. E.S.P.
3019150000,3019150499,COLOMBIA MOVIL S.A. E.S.P.
3019150500,3019150999,COLOMBIA MOVIL S.A. E.S.P.
3019151000,3019151999,COLOMBIA MOVIL S.A. E.S.P.
3019152000,3019152499,COLOMBIA MOVIL S.A. E.S.P.
3019152500,3019155999,COLOMBIA MOVIL S.A. E.S.P.
3019156000,3019157499,COLOMBIA MOVIL S.A. E.S.P.
3019157500,3019157999,COLOMBIA MOVIL S.A. E.S.P.
3019158000,3019158999,COLOMBIA MOVIL S.A. E.S.P.
3019159000,3019159999,COLOMBIA MOVIL S.A. E.S.P.
3019160000,3019160999,COLOMBIA MOVIL S.A. E.S.P.
3019161000,3019163999,COLOMBIA MOVIL S.A. E.S.P.
3019164000,3019164999,COLOMBIA MOVIL S.A. E.S.P.
3019165000,3019165999,COLOMBIA MOVIL S.A. E.S.P.
3019166000,3019166999,COLOMBIA MOVIL S.A. E.S.P.
3019167000,3019167999,COLOMBIA MOVIL S.A. E.S.P.
3019168000,3019168799,COLOMBIA MOVIL S.A. E.S.P.
3019168800,3019169999,COLOMBIA MOVIL S.A. E.S.P.
3019170000,3019171999,COLOMBIA MOVIL S.A. E.S.P.
3019172000,3019172999,COLOMBIA MOVIL S.A. E.S.P.
3019173000,3019173999,COLOMBIA MOVIL S.A. E.S.P.
3019174000,3019176999,COLOMBIA MOVIL S.A. E.S.P.
3019177000,3019178999,COLOMBIA MOVIL S.A. E.S.P.
3019179000,3019179999,COLOMBIA MOVIL S.A. E.S.P.
3019180000,3019183999,COLOMBIA MOVIL S.A. E.S.P.
3019184000,3019184199,COLOMBIA MOVIL S.A. E.S.P.
3019184200,3019189999,COLOMBIA MOVIL S.A. E.S.P.
3019190000,3019196999,COLOMBIA MOVIL S.A. E.S.P.
3019197000,3019199999,COLOMBIA MOVIL S.A. E.S.P.
3019200000,3019209999,COLOMBIA MOVIL S.A. E.S.P.
3019210000,3019220999,COLOMBIA MOVIL S.A. E.S.P.
3019221000,3019222999,COLOMBIA MOVIL S.A. E.S.P.
3019223000,3019226999,COLOMBIA MOVIL S.A. E.S.P.
3019227000,3019229999,COLOMBIA MOVIL S.A. E.S.P.
3019230000,3019249999,COLOMBIA MOVIL S.A. E.S.P.
3019250000,3019279999,COLOMBIA MOVIL S.A. E.S.P.
3019280000,3019281299,COLOMBIA MOVIL S.A. E.S.P.
3019281300,3019281999,COLOMBIA MOVIL S.A. E.S.P.
3019282000,3019289999,COLOMBIA MOVIL S.A. E.S.P.
3019290000,3019299999,COLOMBIA MOVIL S.A. E.S.P.
3019300000,3019319999,COLOMBIA MOVIL S.A. E.S.P.
3019320000,3019329999,COLOMBIA MOVIL S.A. E.S.P.
3019330000,3019349999,COLOMBIA MOVIL S.A. E.S.P.
3019350000,3019369999,COLOMBIA MOVIL S.A. E.S.P.
3019370000,3019399999,COLOMBIA MOVIL S.A. E.S.P.
3019400000,3019419999,COLOMBIA MOVIL S.A. E.S.P.
3019420000,3019429999,COLOMBIA MOVIL S.A. E.S.P.
3019430000,3019439999,COLOMBIA MOVIL S.A. E.S.P.
3019440000,3019441999,COLOMBIA MOVIL S.A. E.S.P.
3019442000,3019443999,COLOMBIA MOVIL S.A. E.S.P.
3019444000,3019459999,COLOMBIA MOVIL S.A. E.S.P.
3019460000,3019472599,COLOMBIA MOVIL S.A. E.S.P.
3019472600,3019482599,COLOMBIA MOVIL S.A. E.S.P.
3019482600,3019489999,COLOMBIA MOVIL S.A. E.S.P.
3019490000,3019503499,COLOMBIA MOVIL S.A. E.S.P.
3019503500,3019508199,COLOMBIA MOVIL S.A. E.S.P.
3019508200,3019509999,COLOMBIA MOVIL S.A. E.S.P.
3019510000,3019529999,COLOMBIA MOVIL S.A. E.S.P.
3019530000,3019549999,COLOMBIA MOVIL S.A. E.S.P.
3019550000,3019569999,COLOMBIA MOVIL S.A. E.S.P.
3019570000,3019647999,COLOMBIA MOVIL S.A. E.S.P.
3019648000,3019663999,COLOMBIA MOVIL S.A. E.S.P.
3019664000,3019669999,COLOMBIA MOVIL S.A. E.S.P.
3019670000,3019673999,COLOMBIA MOVIL S.A. E.S.P.
3019674000,3019676999,COLOMBIA MOVIL S.A. E.S.P.
3019677000,3019681999,COLOMBIA MOVIL S.A. E.S.P.
3019682000,3019686999,COLOMBIA MOVIL S.A. E.S.P.
3019687000,3019692999,COLOMBIA MOVIL S.A. E.S.P.
3019693000,3019744999,COLOMBIA MOVIL S.A. E.S.P.
3019745000,3019748999,COLOMBIA MOVIL S.A. E.S.P.
3019749000,3019759999,COLOMBIA MOVIL S.A. E.S.P.
3019760000,3019764999,COLOMBIA MOVIL S.A. E.S.P.
3019765000,3019899999,COLOMBIA MOVIL S.A. E.S.P.
3019900000,3019994999,COLOMBIA MOVIL S.A. E.S.P.
3019995000,3019997999,COLOMBIA MOVIL S.A. E.S.P.
3019998000,3019998999,COLOMBIA MOVIL S.A. E.S.P.
3019999000,3019999499,COLOMBIA MOVIL S.A. E.S.P.
3019999500,3019999599,COLOMBIA MOVIL S.A. E.S.P.
3019999600,3019999899,COLOMBIA MOVIL S.A. E.S.P.
3019999900,3019999999,COLOMBIA MOVIL S.A. E.S.P.
3020000000,3020042999,COLOMBIA MOVIL S.A. E.S.P.
3020043000,3020089899,COLOMBIA MOVIL S.A. E.S.P.
3020089900,3020089999,COLOMBIA MOVIL S.A. E.S.P.
3020090000,3020109999,COLOMBIA MOVIL S.A. E.S.P.
3020110000,3020149999,COLOMBIA MOVIL S.A. E.S.P.
3020150000,3020159999,COLOMBIA MOVIL S.A. E.S.P.
3020160000,3020164999,COLOMBIA MOVIL S.A. E.S.P.
3020165000,3020166999,COLOMBIA MOVIL S.A. E.S.P.
3020167000,3020179999,COLOMBIA MOVIL S.A. E.S.P.
3020180000,3020189999,COLOMBIA MOVIL S.A. E.S.P.
3020190000,3020190999,COLOMBIA MOVIL S.A. E.S.P.
3020191000,3020193999,COLOMBIA MOVIL S.A. E.S.P.
3020194000,3020195999,COLOMBIA MOVIL S.A. E.S.P.
3020196000,3020196999,COLOMBIA MOVIL S.A. E.S.P.
3020197000,3020209999,COLOMBIA MOVIL S.A. E.S.P.
3020210000,3020299999,COLOMBIA MOVIL S.A. E.S.P.
3020300000,3020309999,COLOMBIA MOVIL S.A. E.S.P.
3020310000,3020319999,COLOMBIA MOVIL S.A. E.S.P.
3020320000,3020339999,COLOMBIA MOVIL S.A. E.S.P.
3020340000,3020343999,COLOMBIA MOVIL S.A. E.S.P.
3020344000,3020344999,COLOMBIA MOVIL S.A. E.S.P.
3020345000,3020359999,COLOMBIA MOVIL S.A. E.S.P.
3020360000,3020379999,COLOMBIA MOVIL S.A. E.S.P.
3020380000,3020399999,COLOMBIA MOVIL S.A. E.S.P.
3020400000,3020409999,COLOMBIA MOVIL S.A. E.S.P.
3020410000,3020431899,COLOMBIA MOVIL S.A. E.S.P.
3020431900,3020441999,COLOMBIA MOVIL S.A. E.S.P.
3020442000,3020499999,COLOMBIA MOVIL S.A. E.S.P.
3020500000,3020508999,COLOMBIA MOVIL S.A. E.S.P.
3020509000,3020509999,COLOMBIA MOVIL S.A. E.S.P.
3020510000,3020549999,COLOMBIA MOVIL S.A. E.S.P.
3020550000,3020569999,COLOMBIA MOVIL S.A. E.S.P.
3020570000,3020909999,COLOMBIA MOVIL S.A. E.S.P.
3020910000,3020929999,COLOMBIA MOVIL S.A. E.S.P.
3020930000,3020989999,COLOMBIA MOVIL S.A. E.S.P.
3020990000,3020999999,COLOMBIA MOVIL S.A. E.S.P.
3021000000,3021099999,COLOMBIA MOVIL S.A. E.S.P.
3021100000,3021110999,COLOMBIA MOVIL S.A. E.S.P.
3021111000,3021219999,COLOMBIA MOVIL S.A. E.S.P.
3021220000,3021999999,COLOMBIA MOVIL S.A. E.S.P.
3022000000,3022000999,COLOMBIA MOVIL S.A. E.S.P.
3022001000,3022001199,COLOMBIA MOVIL S.A. E.S.P.
3022001200,3022001999,COLOMBIA MOVIL S.A. E.S.P.
3022002000,3022002799,COLOMBIA MOVIL S.A. E.S.P.
3022002800,3022002999,COLOMBIA MOVIL S.A. E.S.P.
3022003000,3022003999,COLOMBIA MOVIL S.A. E.S.P.
3022004000,3022007099,COLOMBIA MOVIL S.A. E.S.P.
3022007100,3022007999,COLOMBIA MOVIL S.A. E.S.P.
3022008000,3022008999,COLOMBIA MOVIL S.A. E.S.P.
3022009000,3022009999,COLOMBIA MOVIL S.A. E.S.P.
3022010000,3022010199,COLOMBIA MOVIL S.A. E.S.P.
3022010200,3022011999,COLOMBIA MOVIL S.A. E.S.P.
3022012000,3022012999,COLOMBIA MOVIL S.A. E.S.P.
3022013000,3022013999,COLOMBIA MOVIL S.A. E.S.P.
3022014000,3022016799,COLOMBIA MOVIL S.A. E.S.P.
3022016800,3022019999,COLOMBIA MOVIL S.A. E.S.P.
3022020000,3022020999,COLOMBIA MOVIL S.A. E.S.P.
3022021000,3022022999,COLOMBIA MOVIL S.A. E.S.P.
3022023000,3022024999,COLOMBIA MOVIL S.A. E.S.P.
3022025000,3022029999,COLOMBIA MOVIL S.A. E.S.P.
3022030000,3022031999,COLOMBIA MOVIL S.A. E.S.P.
3022032000,3022034999,COLOMBIA MOVIL S.A. E.S.P.
3022035000,3022035299,COLOMBIA MOVIL S.A. E.S.P.
3022035300,3022035999,COLOMBIA MOVIL S.A. E.S.P.
3022036000,3022036999,COLOMBIA MOVIL S.A. E.S.P.
3022037000,3022037999,COLOMBIA MOVIL S.A. E.S.P.
3022038000,3022039999,COLOMBIA MOVIL S.A. E.S.P.
3022040000,3022041999,COLOMBIA MOVIL S.A. E.S.P.
3022042000,3022045599,COLOMBIA MOVIL S.A. E.S.P.
3022045600,3022048999,COLOMBIA MOVIL S.A. E.S.P.
3022049000,3022049399,COLOMBIA MOVIL S.A. E.S.P.
3022049400,3022049999,COLOMBIA MOVIL S.A. E.S.P.
3022050000,3022050499,COLOMBIA MOVIL S.A. E.S.P.
3022050500,3022055499,COLOMBIA MOVIL S.A. E.S.P.
3022055500,3022055999,COLOMBIA MOVIL S.A. E.S.P.
3022056000,3022057499,COLOMBIA MOVIL S.A. E.S.P.
3022057500,3022058999,COLOMBIA MOVIL S.A. E.S.P.
3022059000,3022062999,COLOMBIA MOVIL S.A. E.S.P.
3022063000,3022065999,COLOMBIA MOVIL S.A. E.S.P.
3022066000,3022066999,COLOMBIA MOVIL S.A. E.S.P.
3022067000,3022067999,COLOMBIA MOVIL S.A. E.S.P.
3022068000,3022068999,COLOMBIA MOVIL S.A. E.S.P.
3022069000,3022073999,COLOMBIA MOVIL S.A. E.S.P.
3022074000,3022074999,COLOMBIA MOVIL S.A. E.S.P.
3022075000,3022076999,COLOMBIA MOVIL S.A. E.S.P.
3022077000,3022077999,COLOMBIA MOVIL S.A. E.S.P.
3022078000,3022078999,COLOMBIA MOVIL S.A. E.S.P.
3022079000,3022079999,COLOMBIA MOVIL S.A. E.S.P.
3022080000,3022084999,COLOMBIA MOVIL S.A. E.S.P.
3022085000,3022089999,COLOMBIA MOVIL S.A. E.S.P.
3022090000,3022090899,COLOMBIA MOVIL S.A. E.S.P.
3022090900,3022091999,COLOMBIA MOVIL S.A. E.S.P.
3022092000,3022092999,COLOMBIA MOVIL S.A. E.S.P.
3022093000,3022093799,COLOMBIA MOVIL S.A. E.S.P.
3022093800,3022094999,COLOMBIA MOVIL S.A. E.S.P.
3022095000,3022095999,COLOMBIA MOVIL S.A. E.S.P.
3022096000,3022099999,COLOMBIA MOVIL S.A. E.S.P.
3022100000,3022129999,COLOMBIA MOVIL S.A. E.S.P.
3022130000,3022149999,COLOMBIA MOVIL S.A. E.S.P.
3022150000,3022163999,COLOMBIA MOVIL S.A. E.S.P.
3022164000,3022166999,COLOMBIA MOVIL S.A. E.S.P.
3022167000,3022168999,COLOMBIA MOVIL S.A. E.S.P.
3022169000,3022169999,COLOMBIA MOVIL S.A. E.S.P.
3022170000,3022170999,COLOMBIA MOVIL S.A. E.S.P.
3022171000,3022174299,COLOMBIA MOVIL S.A. E.S.P.
3022174300,3022179999,COLOMBIA MOVIL S.A. E.S.P.
3022180000,3022181999,COLOMBIA MOVIL S.A. E.S.P.
3022182000,3022185999,COLOMBIA MOVIL S.A. E.S.P.
3022186000,3022189999,COLOMBIA MOVIL S.A. E.S.P.
3022190000,3022195999,COLOMBIA MOVIL S.A. E.S.P.
3022196000,3022196999,COLOMBIA MOVIL S.A. E.S.P.
3022197000,3022198999,COLOMBIA MOVIL S.A. E.S.P.
3022199000,3022199999,COLOMBIA MOVIL S.A. E.S.P.
3022200000,3022201199,COLOMBIA MOVIL S.A. E.S.P.
3022201200,3022201999,COLOMBIA MOVIL S.A. E.S.P.
3022202000,3022204099,COLOMBIA MOVIL S.A. E.S.P.
3022204100,3022207999,COLOMBIA MOVIL S.A. E.S.P.
3022208000,3022209999,COLOMBIA MOVIL S.A. E.S.P.
3022210000,3022211999,COLOMBIA MOVIL S.A. E.S.P.
3022212000,3022212999,COLOMBIA MOVIL S.A. E.S.P.
3022213000,3022214999,COLOMBIA MOVIL S.A. E.S.P.
3022215000,3022218999,COLOMBIA MOVIL S.A. E.S.P.
3022219000,3022219999,COLOMBIA MOVIL S.A. E.S.P.
3022220000,3022221999,COLOMBIA MOVIL S.A. E.S.P.
3022222000,3022222999,COLOMBIA MOVIL S.A. E.S.P.
3022223000,3022223999,COLOMBIA MOVIL S.A. E.S.P.
3022224000,3022224999,COLOMBIA MOVIL S.A. E.S.P.
3022225000,3022226999,COLOMBIA MOVIL S.A. E.S.P.
3022227000,3022227999,COLOMBIA MOVIL S.A. E.S.P.
3022228000,3022229999,COLOMBIA MOVIL S.A. E.S.P.
3022230000,3022231999,COLOMBIA MOVIL S.A. E.S.P.
3022232000,3022233999,COLOMBIA MOVIL S.A. E.S.P.
3022234000,3022238999,COLOMBIA MOVIL S.A. E.S.P.
3022239000,3022239999,COLOMBIA MOVIL S.A. E.S.P.
3022240000,3022243999,COLOMBIA MOVIL S.A. E.S.P.
3022244000,3022245999,COLOMBIA MOVIL S.A. E.S.P.
3022246000,3022248999,COLOMBIA MOVIL S.A. E.S.P.
3022249000,3022249999,COLOMBIA MOVIL S.A. E.S.P.
3022250000,3022250999,COLOMBIA MOVIL S.A. E.S.P.
3022251000,3022251999,COLOMBIA MOVIL S.A. E.S.P.
3022252000,3022254999,COLOMBIA MOVIL S.A. E.S.P.
3022255000,3022255999,COLOMBIA MOVIL S.A. E.S.P.
3022256000,3022257999,COLOMBIA MOVIL S.A. E.S.P.
3022258000,3022259999,COLOMBIA MOVIL S.A. E.S.P.
3022260000,3022263999,COLOMBIA MOVIL S.A. E.S.P.
3022264000,3022268999,COLOMBIA MOVIL S.A. E.S.P.
3022269000,3022273999,COLOMBIA MOVIL S.A. E.S.P.
3022274000,3022275999,COLOMBIA MOVIL S.A. E.S.P.
3022276000,3022276999,COLOMBIA MOVIL S.A. E.S.P.
3022277000,3022279999,COLOMBIA MOVIL S.A. E.S.P.
3022280000,3022283999,COLOMBIA MOVIL S.A. E.S.P.
3022284000,3022284499,COLOMBIA MOVIL S.A. E.S.P.
3022284500,3022287999,COLOMBIA MOVIL S.A. E.S.P.
3022288000,3022289999,COLOMBIA MOVIL S.A. E.S.P.
3022290000,3022291999,COLOMBIA MOVIL S.A. E.S.P.
3022292000,3022293999,COLOMBIA MOVIL S.A. E.S.P.
3022294000,3022295999,COLOMBIA MOVIL S.A. E.S.P.
3022296000,3022299999,COLOMBIA MOVIL S.A. E.S.P.
3022300000,3022321999,COLOMBIA MOVIL S.A. E.S.P.
3022322000,3022329999,COLOMBIA MOVIL S.A. E.S.P.
3022330000,3022331999,COLOMBIA MOVIL S.A. E.S.P.
3022332000,3022338999,COLOMBIA MOVIL S.A. E.S.P.
3022339000,3022339999,COLOMBIA MOVIL S.A. E.S.P.
3022340000,3022341999,COLOMBIA MOVIL S.A. E.S.P.
3022342000,3022347999,COLOMBIA MOVIL S.A. E.S.P.
3022348000,3022349999,COLOMBIA MOVIL S.A. E.S.P.
3022350000,3022355499,COLOMBIA MOVIL S.A. E.S.P.
3022355500,3022358999,COLOMBIA MOVIL S.A. E.S.P.
3022359000,3022359999,COLOMBIA MOVIL S.A. E.S.P.
3022360000,3022360999,COLOMBIA MOVIL S.A. E.S.P.
3022361000,3022379999,COLOMBIA MOVIL S.A. E.S.P.
3022380000,3022380999,COLOMBIA MOVIL S.A. E.S.P.
3022381000,3022387999,COLOMBIA MOVIL S.A. E.S.P.
3022388000,3022389999,COLOMBIA MOVIL S.A. E.S.P.
3022390000,3022390999,COLOMBIA MOVIL S.A. E.S.P.
3022391000,3022392599,COLOMBIA MOVIL S.A. E.S.P.
3022392600,3022392999,COLOMBIA MOVIL S.A. E.S.P.
3022393000,3022394999,COLOMBIA MOVIL S.A. E.S.P.
3022395000,3022395399,COLOMBIA MOVIL S.A. E.S.P.
3022395400,3022399499,COLOMBIA MOVIL S.A. E.S.P.
3022399500,3022399999,COLOMBIA MOVIL S.A. E.S.P.
3022400000,3022409999,COLOMBIA MOVIL S.A. E.S.P.
3022410000,3022420999,COLOMBIA MOVIL S.A. E.S.P.
3022421000,3022421999,COLOMBIA MOVIL S.A. E.S.P.
3022422000,3022430999,COLOMBIA MOVIL S.A. E.S.P.
3022431000,3022439999,COLOMBIA MOVIL S.A. E.S.P.
3022440000,3022449999,COLOMBIA MOVIL S.A. E.S.P.
3022450000,3022452999,COLOMBIA MOVIL S.A. E.S.P.
3022453000,3022456999,COLOMBIA MOVIL S.A. E.S.P.
3022457000,3022457999,COLOMBIA MOVIL S.A. E.S.P.
3022458000,3022460999,COLOMBIA MOVIL S.A. E.S.P.
3022461000,3022461999,COLOMBIA MOVIL S.A. E.S.P.
3022462000,3022462999,COLOMBIA MOVIL S.A. E.S.P.
3022463000,3022465999,COLOMBIA MOVIL S.A. E.S.P.
3022466000,3022467999,COLOMBIA MOVIL S.A. E.S.P.
3022468000,3022468999,COLOMBIA MOVIL S.A. E.S.P.
3022469000,3022470999,COLOMBIA MOVIL S.A. E.S.P.
3022471000,3022472999,COLOMBIA MOVIL S.A. E.S.P.
3022473000,3022473999,COLOMBIA MOVIL S.A. E.S.P.
3022474000,3022474999,COLOMBIA MOVIL S.A. E.S.P.
3022475000,3022479999,COLOMBIA MOVIL S.A. E.S.P.
3022480000,3022482999,COLOMBIA MOVIL S.A. E.S.P.
3022483000,3022483999,COLOMBIA MOVIL S.A. E.S.P.
3022484000,3022485999,COLOMBIA MOVIL S.A. E.S.P.
3022486000,3022487999,COLOMBIA MOVIL S.A. E.S.P.
3022488000,3022488999,COLOMBIA MOVIL S.A. E.S.P.
3022489000,3022489999,COLOMBIA MOVIL S.A. E.S.P.
3022490000,3022490999,COLOMBIA MOVIL S.A. E.S.P.
3022491000,3022497399,COLOMBIA MOVIL S.A. E.S.P.
3022497400,3022499999,COLOMBIA MOVIL S.A. E.S.P.
3022500000,3022505999,COLOMBIA MOVIL S.A. E.S.P.
3022506000,3022509999,COLOMBIA MOVIL S.A. E.S.P.
3022510000,3022519999,COLOMBIA MOVIL S.A. E.S.P.
3022520000,3022523999,COLOMBIA MOVIL S.A. E.S.P.
3022524000,3022527799,COLOMBIA MOVIL S.A. E.S.P.
3022527800,3022527999,COLOMBIA MOVIL S.A. E.S.P.
3022528000,3022528999,COLOMBIA MOVIL S.A. E.S.P.
3022529000,3022529999,COLOMBIA MOVIL S.A. E.S.P.
3022530000,3022530999,COLOMBIA MOVIL S.A. E.S.P.
3022531000,3022532999,COLOMBIA MOVIL S.A. E.S.P.
3022533000,3022533999,COLOMBIA MOVIL S.A. E.S.P.
3022534000,3022535999,COLOMBIA MOVIL S.A. E.S.P.
3022536000,3022538499,COLOMBIA MOVIL S.A. E.S.P.
3022538500,3022539499,COLOMBIA MOVIL S.A. E.S.P.
3022539500,3022539999,COLOMBIA MOVIL S.A. E.S.P.
3022540000,3022540999,COLOMBIA MOVIL S.A. E.S.P.
3022541000,3022541999,COLOMBIA MOVIL S.A. E.S.P.
3022542000,3022542999,COLOMBIA MOVIL S.A. E.S.P.
3022543000,3022546999,COLOMBIA MOVIL S.A. E.S.P.
3022547000,3022548499,COLOMBIA MOVIL S.A. E.S.P.
3022548500,3022548999,COLOMBIA MOVIL S.A. E.S.P.
3022549000,3022549999,COLOMBIA MOVIL S.A. E.S.P.
3022550000,3022550999,COLOMBIA MOVIL S.A. E.S.P.
3022551000,3022552499,COLOMBIA MOVIL S.A. E.S.P.
3022552500,3022552999,COLOMBIA MOVIL S.A. E.S.P.
3022553000,3022553999,COLOMBIA MOVIL S.A. E.S.P.
3022554000,3022556999,COLOMBIA MOVIL S.A. E.S.P.
3022557000,3022557999,COLOMBIA MOVIL S.A. E.S.P.
3022558000,3022558999,COLOMBIA MOVIL S.A. E.S.P.
3022559000,3022559999,COLOMBIA MOVIL S.A. E.S.P.
3022560000,3022569999,COLOMBIA MOVIL S.A. E.S.P.
3022570000,3022579999,COLOMBIA MOVIL S.A. E.S.P.
3022580000,3022581999,COLOMBIA MOVIL S.A. E.S.P.
3022582000,3022583999,COLOMBIA MOVIL S.A. E.S.P.
3022584000,3022585999,COLOMBIA MOVIL S.A. E.S.P.
3022586000,3022587099,COLOMBIA MOVIL S.A. E.S.P.
3022587100,3022588999,COLOMBIA MOVIL S.A. E.S.P.
3022589000,3022594999,COLOMBIA MOVIL S.A. E.S.P.
3022595000,3022596199,COLOMBIA MOVIL S.A. E.S.P.
3022596200,3022596999,COLOMBIA MOVIL S.A. E.S.P.
3022597000,3022598999,COLOMBIA MOVIL S.A. E.S.P.
3022599000,3022599999,COLOMBIA MOVIL S.A. E.S.P.
3022600000,3022609999,COLOMBIA MOVIL S.A. E.S.P.
3022610000,3022610999,COLOMBIA MOVIL S.A. E.S.P.
3022611000,3022612999,COLOMBIA MOVIL S.A. E.S.P.
3022613000,3022613999,COLOMBIA MOVIL S.A. E.S.P.
3022614000,3022614999,COLOMBIA MOVIL S.A. E.S.P.
3022615000,3022616999,COLOMBIA MOVIL S.A. E.S.P.
3022617000,3022619999,COLOMBIA MOVIL S.A. E.S.P.
3022620000,3022621999,COLOMBIA MOVIL S.A. E.S.P.
3022622000,3022622999,COLOMBIA MOVIL S.A. E.S.P.
3022623000,3022623999,COLOMBIA MOVIL S.A. E.S.P.
3022624000,3022625999,COLOMBIA MOVIL S.A. E.S.P.
3022626000,3022626999,COLOMBIA MOVIL S.A. E.S.P.
3022627000,3022627999,COLOMBIA MOVIL S.A. E.S.P.
3022628000,3022628199,COLOMBIA MOVIL S.A. E.S.P.
3022628200,3022629999,COLOMBIA MOVIL S.A. E.S.P.
3022630000,3022635999,COLOMBIA MOVIL S.A. E.S.P.
3022636000,3022637999,COLOMBIA MOVIL S.A. E.S.P.
3022638000,3022649999,COLOMBIA MOVIL S.A. E.S.P.
3022650000,3022654999,COLOMBIA MOVIL S.A. E.S.P.
3022655000,3022657999,COLOMBIA MOVIL S.A. E.S.P.
3022658000,3022659999,COLOMBIA MOVIL S.A. E.S.P.
3022660000,3022660999,COLOMBIA MOVIL S.A. E.S.P.
3022661000,3022666999,COLOMBIA MOVIL S.A. E.S.P.
3022667000,3022669999,COLOMBIA MOVIL S.A. E.S.P.
3022670000,3022677999,COLOMBIA MOVIL S.A. E.S.P.
3022678000,3022679999,COLOMBIA MOVIL S.A. E.S.P.
3022680000,3022680999,COLOMBIA MOVIL S.A. E.S.P.
3022681000,3022681999,COLOMBIA MOVIL S.A. E.S.P.
3022682000,3022682999,COLOMBIA MOVIL S.A. E.S.P.
3022683000,3022684999,COLOMBIA MOVIL S.A. E.S.P.
3022685000,3022686999,COLOMBIA MOVIL S.A. E.S.P.
